MANHANVIEN,MABOPHAN,MACHINHANH,NGAYVAOLAM,NGAYNGHIVIEC,HESOLUONG
NV00000194,BOPHAN0002,CN00000003,2011-01-17,,1.77
NV00000063,BOPHAN0001,CN00000001,2017-09-04,2017-12-01,1.51
NV00000189,BOPHAN0004,CN00000008,2017-05-06,2019-07-29,1.21
NV00000130,BOPHAN0003,CN00000005,2012-05-18,2012-05-22,1.62
NV00000058,BOPHAN0002,CN00000004,2016-12-21,2018-09-10,1.67
NV00000039,BOPHAN0002,CN00000003,2011-11-13,2013-09-02,1.55
NV00000092,BOPHAN0004,CN00000005,2010-07-02,2012-10-08,1.66
NV00000199,BOPHAN0003,CN00000003,2016-12-06,,1.69
NV00000094,BOPHAN0004,CN00000002,2012-05-30,,1.27
NV00000166,BOPHAN0003,CN00000005,2014-10-15,2015-05-04,1.96
NV00000137,BOPHAN0002,CN00000003,2018-05-23,2018-06-18,1.32
NV00000193,BOPHAN0002,CN00000003,2018-08-15,2021-03-24,1.67
NV00000159,BOPHAN0003,CN00000001,2017-03-27,,1.61
NV00000196,BOPHAN0004,CN00000001,2015-10-26,2015-12-02,1.74
NV00000072,BOPHAN0002,CN00000005,2019-12-22,,1.92
NV00000069,BOPHAN0002,CN00000009,2011-02-04,2013-05-07,1.51
NV00000164,BOPHAN0004,CN00000001,2010-04-30,2012-03-21,1.49
NV00000174,BOPHAN0001,CN00000001,2012-07-14,2015-03-05,1.41
NV00000083,BOPHAN0002,CN00000008,2017-09-03,,1.51
NV00000075,BOPHAN0002,CN00000010,2015-07-06,,1.6
NV00000146,BOPHAN0002,CN00000007,2014-07-07,,1.07
NV00000166,BOPHAN0004,CN00000004,2013-02-10,,1.12
NV00000126,BOPHAN0004,CN00000010,2018-05-14,2020-05-03,1.39
NV00000107,BOPHAN0002,CN00000005,2010-11-27,2011-04-05,1.1
NV00000048,BOPHAN0004,CN00000004,2019-12-30,,1.16
NV00000009,BOPHAN0003,CN00000001,2019-10-26,2019-12-01,1.44
NV00000092,BOPHAN0003,CN00000005,2018-05-30,2020-05-29,1.15
NV00000196,BOPHAN0001,CN00000002,2018-08-17,,1.12
NV00000114,BOPHAN0001,CN00000003,2012-01-04,,1.3
NV00000018,BOPHAN0002,CN00000002,2019-10-15,,1.54
NV00000032,BOPHAN0001,CN00000009,2016-01-18,,1.12
NV00000086,BOPHAN0001,CN00000008,2010-11-03,2012-09-06,1.76
NV00000102,BOPHAN0002,CN00000003,2014-12-29,2015-07-25,1.05
NV00000195,BOPHAN0003,CN00000009,2010-11-22,,1.71
NV00000092,BOPHAN0001,CN00000007,2014-08-01,2017-04-03,1.68
NV00000099,BOPHAN0004,CN00000009,2011-09-27,2014-03-03,1.57
NV00000155,BOPHAN0002,CN00000002,2017-05-15,2018-08-07,1.88
NV00000121,BOPHAN0001,CN00000010,2016-06-17,2018-01-31,1.27
NV00000002,BOPHAN0003,CN00000002,2014-07-05,,1.29
NV00000016,BOPHAN0004,CN00000001,2013-01-16,2015-09-14,1.24
NV00000159,BOPHAN0004,CN00000010,2013-10-31,2015-04-10,1.36
NV00000127,BOPHAN0003,CN00000004,2015-01-22,2015-04-23,1.99
NV00000003,BOPHAN0003,CN00000003,2014-08-03,2015-07-11,1.79
NV00000191,BOPHAN0001,CN00000004,2017-02-21,,1.54
NV00000046,BOPHAN0003,CN00000003,2014-05-06,,1.23
NV00000165,BOPHAN0002,CN00000010,2014-02-19,,1.91
NV00000156,BOPHAN0001,CN00000010,2015-11-19,,1.59
NV00000101,BOPHAN0004,CN00000008,2013-10-09,2014-04-10,1.96
NV00000121,BOPHAN0002,CN00000005,2016-01-02,,1.58
NV00000191,BOPHAN0003,CN00000006,2016-07-13,2017-05-31,1.33
NV00000152,BOPHAN0001,CN00000003,2010-11-20,2011-07-23,1.78
NV00000102,BOPHAN0004,CN00000006,2014-03-03,,1.12
NV00000005,BOPHAN0002,CN00000006,2018-04-23,,1.84
NV00000073,BOPHAN0001,CN00000002,2014-03-25,,1.22
NV00000068,BOPHAN0004,CN00000004,2019-03-03,2020-09-18,1.24
NV00000103,BOPHAN0001,CN00000003,2010-12-08,,1.61
NV00000038,BOPHAN0002,CN00000003,2019-04-27,2021-04-02,1.59
NV00000038,BOPHAN0001,CN00000006,2018-06-23,,1.56
NV00000129,BOPHAN0002,CN00000002,2013-01-01,,1.23
NV00000114,BOPHAN0002,CN00000007,2015-12-09,,1.6
NV00000061,BOPHAN0002,CN00000006,2019-03-01,2020-10-16,1.96
NV00000126,BOPHAN0002,CN00000006,2017-05-26,2018-04-19,1.45
NV00000031,BOPHAN0001,CN00000002,2015-12-20,2016-05-02,1.95
NV00000008,BOPHAN0003,CN00000009,2016-12-31,,1.72
NV00000121,BOPHAN0003,CN00000007,2019-07-17,2020-12-13,1.41
NV00000080,BOPHAN0003,CN00000001,2011-01-09,2013-06-18,1.32
NV00000180,BOPHAN0001,CN00000010,2014-05-22,,1.24
NV00000154,BOPHAN0003,CN00000003,2016-06-16,,1.39
NV00000034,BOPHAN0003,CN00000002,2011-09-12,2014-03-05,1.19
NV00000035,BOPHAN0004,CN00000010,2016-06-17,2016-11-05,1.09
NV00000035,BOPHAN0002,CN00000001,2019-11-02,,1.16
NV00000077,BOPHAN0003,CN00000008,2015-08-06,,1.1
NV00000162,BOPHAN0004,CN00000006,2016-07-31,2017-09-26,1.39
NV00000013,BOPHAN0003,CN00000004,2012-06-01,2013-07-02,1.27
NV00000087,BOPHAN0001,CN00000002,2010-06-07,,1.71
NV00000109,BOPHAN0003,CN00000003,2019-03-12,2019-06-29,1.57
NV00000061,BOPHAN0002,CN00000010,2014-08-06,,1.3
NV00000012,BOPHAN0001,CN00000009,2019-12-11,,1.12
NV00000003,BOPHAN0002,CN00000004,2019-12-14,2021-05-04,1.99
NV00000182,BOPHAN0004,CN00000007,2013-09-27,2014-05-23,1.31
NV00000113,BOPHAN0003,CN00000004,2013-03-15,,1.33
NV00000029,BOPHAN0002,CN00000009,2018-10-18,,1.19
NV00000172,BOPHAN0002,CN00000010,2014-01-26,2015-06-30,1.16
NV00000045,BOPHAN0004,CN00000008,2018-08-24,,1.95
NV00000105,BOPHAN0003,CN00000001,2016-08-28,,1.34
NV00000023,BOPHAN0004,CN00000003,2011-02-23,,1.28
NV00000014,BOPHAN0002,CN00000007,2014-12-14,,1.59
NV00000184,BOPHAN0002,CN00000002,2017-12-15,,1.38
NV00000123,BOPHAN0001,CN00000009,2014-03-07,,1.24
NV00000166,BOPHAN0002,CN00000006,2018-11-21,2021-08-17,1.84
NV00000072,BOPHAN0001,CN00000005,2019-02-23,,1.85
NV00000019,BOPHAN0002,CN00000005,2011-10-17,,1.11
NV00000163,BOPHAN0002,CN00000009,2016-08-29,,1.02
NV00000036,BOPHAN0003,CN00000006,2014-03-18,,1.26
NV00000087,BOPHAN0002,CN00000001,2012-06-27,2014-02-12,1.97
NV00000152,BOPHAN0004,CN00000004,2012-03-07,2014-05-05,1.82
NV00000172,BOPHAN0001,CN00000006,2018-07-10,2019-03-28,1.65
NV00000116,BOPHAN0001,CN00000008,2019-09-30,2019-11-27,1.46
NV00000148,BOPHAN0002,CN00000003,2017-07-08,,1.16
NV00000107,BOPHAN0001,CN00000003,2010-06-15,,1.88
NV00000098,BOPHAN0003,CN00000006,2013-08-10,2013-10-13,1.55
NV00000184,BOPHAN0002,CN00000007,2015-02-09,2016-05-21,1.46
NV00000164,BOPHAN0001,CN00000007,2012-06-18,,1.83
NV00000178,BOPHAN0001,CN00000007,2012-02-09,2012-11-09,1.61
NV00000195,BOPHAN0003,CN00000010,2016-04-27,2017-02-26,1.54
NV00000041,BOPHAN0002,CN00000002,2014-03-23,2016-06-06,1.9
NV00000148,BOPHAN0003,CN00000007,2010-09-27,2011-03-30,1.35
NV00000159,BOPHAN0001,CN00000002,2014-05-21,,1.21
NV00000026,BOPHAN0003,CN00000007,2011-04-15,,1.33
NV00000042,BOPHAN0004,CN00000009,2011-11-15,,1.38
NV00000132,BOPHAN0003,CN00000008,2012-10-03,,1.18
NV00000017,BOPHAN0001,CN00000005,2011-09-13,,1.43
NV00000070,BOPHAN0002,CN00000009,2011-05-18,2013-08-26,1.84
NV00000045,BOPHAN0001,CN00000008,2017-04-24,2018-05-18,1.73
NV00000112,BOPHAN0001,CN00000007,2014-08-26,,1.22
NV00000158,BOPHAN0001,CN00000004,2019-11-17,,1.13
NV00000079,BOPHAN0002,CN00000005,2016-10-12,,1.36
NV00000137,BOPHAN0003,CN00000010,2010-02-06,,1.62
NV00000015,BOPHAN0004,CN00000003,2019-10-11,,1.76
NV00000058,BOPHAN0002,CN00000008,2015-07-08,,2.0
NV00000093,BOPHAN0001,CN00000007,2016-08-02,,1.92
NV00000185,BOPHAN0001,CN00000005,2015-03-09,,1.61
NV00000137,BOPHAN0004,CN00000003,2016-09-05,2018-06-06,1.76
NV00000187,BOPHAN0004,CN00000009,2015-11-10,2017-01-11,1.77
NV00000139,BOPHAN0004,CN00000003,2019-09-22,2019-11-12,1.95
NV00000011,BOPHAN0002,CN00000009,2012-03-12,2013-01-13,1.38
NV00000164,BOPHAN0003,CN00000006,2012-04-30,2013-05-05,1.09
NV00000113,BOPHAN0001,CN00000006,2014-01-31,2014-04-27,1.21
NV00000023,BOPHAN0001,CN00000009,2018-09-10,,1.05
NV00000114,BOPHAN0004,CN00000001,2016-02-08,2018-03-18,1.89
NV00000046,BOPHAN0001,CN00000005,2017-05-05,2018-11-17,1.76
NV00000131,BOPHAN0001,CN00000004,2015-10-12,2017-10-22,1.5
NV00000105,BOPHAN0002,CN00000004,2012-10-18,,1.93
NV00000141,BOPHAN0003,CN00000006,2013-09-29,2015-12-17,1.62
NV00000177,BOPHAN0003,CN00000008,2012-01-01,2012-01-07,1.46
NV00000075,BOPHAN0001,CN00000002,2017-12-24,2018-02-06,1.73
NV00000057,BOPHAN0001,CN00000008,2016-10-14,2018-08-21,1.29
NV00000105,BOPHAN0003,CN00000006,2018-01-30,,1.44
NV00000193,BOPHAN0004,CN00000008,2013-02-27,,1.74
NV00000134,BOPHAN0001,CN00000009,2015-05-07,,1.41
NV00000044,BOPHAN0004,CN00000010,2013-03-14,2013-05-25,1.45
NV00000101,BOPHAN0002,CN00000008,2017-08-24,,1.97
NV00000178,BOPHAN0002,CN00000006,2017-10-03,2019-11-12,1.57
NV00000158,BOPHAN0004,CN00000008,2014-06-01,2016-07-06,1.2
NV00000071,BOPHAN0001,CN00000010,2012-02-27,,1.53
NV00000004,BOPHAN0001,CN00000005,2017-01-06,2018-12-04,1.19
NV00000108,BOPHAN0004,CN00000003,2010-06-01,2012-07-20,1.63
NV00000083,BOPHAN0001,CN00000008,2018-10-31,2020-11-30,1.5
NV00000154,BOPHAN0002,CN00000005,2017-06-10,,1.29
NV00000195,BOPHAN0002,CN00000005,2019-07-24,2022-04-01,1.06
NV00000155,BOPHAN0003,CN00000001,2014-07-17,,1.2
NV00000038,BOPHAN0004,CN00000003,2018-02-26,,1.76
NV00000125,BOPHAN0002,CN00000008,2012-02-26,2012-09-20,1.33
NV00000057,BOPHAN0002,CN00000004,2015-03-09,,1.19
NV00000042,BOPHAN0003,CN00000008,2016-10-24,,1.31
NV00000189,BOPHAN0001,CN00000005,2015-01-20,2016-07-16,1.11
NV00000200,BOPHAN0001,CN00000003,2014-07-03,2014-12-22,1.3
NV00000199,BOPHAN0001,CN00000005,2014-03-02,2016-01-04,1.49
NV00000121,BOPHAN0001,CN00000003,2019-09-26,,1.4
NV00000188,BOPHAN0004,CN00000009,2019-03-20,2021-02-22,1.29
NV00000141,BOPHAN0004,CN00000006,2010-02-12,2011-01-01,1.76
NV00000089,BOPHAN0002,CN00000002,2014-03-17,,1.23
NV00000025,BOPHAN0004,CN00000009,2013-01-12,2014-09-09,1.73
NV00000078,BOPHAN0002,CN00000010,2013-02-22,,1.4
NV00000050,BOPHAN0004,CN00000001,2019-09-23,2022-04-07,1.41
NV00000020,BOPHAN0004,CN00000004,2015-11-28,,1.03
NV00000041,BOPHAN0003,CN00000004,2014-04-07,2016-06-27,1.11
NV00000100,BOPHAN0003,CN00000004,2011-04-11,,1.27
NV00000147,BOPHAN0001,CN00000003,2018-06-13,2020-11-26,1.81
NV00000149,BOPHAN0002,CN00000008,2017-08-02,,1.01
NV00000030,BOPHAN0003,CN00000010,2012-07-20,2013-10-05,1.85
NV00000200,BOPHAN0002,CN00000004,2010-01-28,2011-11-25,1.3
NV00000041,BOPHAN0002,CN00000006,2016-05-23,,1.69
NV00000167,BOPHAN0001,CN00000007,2019-11-06,,1.4
NV00000117,BOPHAN0003,CN00000009,2015-05-16,,1.76
NV00000169,BOPHAN0001,CN00000005,2018-11-20,,1.52
NV00000021,BOPHAN0002,CN00000009,2012-05-11,2012-11-10,1.23
NV00000070,BOPHAN0003,CN00000005,2013-04-11,,1.95
NV00000083,BOPHAN0003,CN00000001,2017-07-07,,1.56
NV00000044,BOPHAN0003,CN00000008,2017-10-17,,1.02
NV00000099,BOPHAN0001,CN00000008,2010-11-15,,1.78
NV00000047,BOPHAN0002,CN00000003,2017-11-28,,1.58
NV00000100,BOPHAN0003,CN00000001,2015-05-10,,1.49
NV00000028,BOPHAN0003,CN00000010,2013-06-16,2014-11-10,1.46
NV00000058,BOPHAN0004,CN00000005,2013-08-04,2015-11-09,1.28
NV00000171,BOPHAN0002,CN00000004,2013-07-11,,1.83
NV00000028,BOPHAN0002,CN00000002,2018-09-01,2018-12-06,1.45
NV00000194,BOPHAN0001,CN00000008,2012-02-29,,1.94
NV00000178,BOPHAN0004,CN00000009,2012-03-09,2013-11-08,1.96
NV00000040,BOPHAN0001,CN00000010,2015-03-25,2016-04-10,1.72
NV00000181,BOPHAN0004,CN00000006,2014-05-13,,1.12
NV00000177,BOPHAN0003,CN00000010,2011-08-24,2014-01-19,1.46
NV00000058,BOPHAN0001,CN00000005,2012-10-16,,1.83
NV00000143,BOPHAN0002,CN00000008,2012-06-22,2013-03-18,1.2
NV00000038,BOPHAN0001,CN00000001,2017-11-04,,1.14
NV00000116,BOPHAN0002,CN00000010,2013-09-12,,1.65
NV00000164,BOPHAN0004,CN00000002,2010-02-22,,1.23
NV00000013,BOPHAN0001,CN00000009,2018-01-04,,1.07
NV00000001,BOPHAN0002,CN00000003,2012-06-19,2012-10-21,1.66
NV00000001,BOPHAN0004,CN00000010,2013-03-27,,1.96
NV00000094,BOPHAN0002,CN00000001,2013-11-29,2016-06-23,1.76
NV00000069,BOPHAN0001,CN00000010,2019-07-09,,1.95
NV00000140,BOPHAN0002,CN00000006,2010-01-17,2011-10-26,1.46
NV00000020,BOPHAN0003,CN00000008,2010-04-28,2012-03-15,1.19
NV00000141,BOPHAN0003,CN00000004,2013-04-11,,1.55
NV00000175,BOPHAN0002,CN00000006,2017-08-09,2019-09-29,1.7
NV00000071,BOPHAN0001,CN00000009,2012-11-02,,1.17
NV00000138,BOPHAN0002,CN00000003,2017-10-20,2019-07-18,1.31
NV00000017,BOPHAN0003,CN00000001,2016-06-22,,1.24
NV00000035,BOPHAN0004,CN00000003,2011-12-20,,1.34
NV00000156,BOPHAN0003,CN00000008,2017-03-14,,1.73
NV00000157,BOPHAN0002,CN00000001,2017-01-20,2019-05-29,1.42
NV00000088,BOPHAN0002,CN00000005,2013-07-08,,1.8
NV00000192,BOPHAN0001,CN00000001,2013-02-24,2013-12-30,1.69
NV00000141,BOPHAN0001,CN00000009,2010-03-06,,1.89
NV00000106,BOPHAN0004,CN00000001,2013-06-04,2014-01-07,1.4
NV00000155,BOPHAN0004,CN00000004,2012-08-20,,1.01
NV00000025,BOPHAN0002,CN00000001,2016-06-07,2018-03-09,1.08
NV00000048,BOPHAN0002,CN00000003,2015-11-05,2015-12-06,1.77
NV00000121,BOPHAN0002,CN00000009,2017-12-16,2020-06-13,1.68
NV00000062,BOPHAN0002,CN00000005,2017-12-27,,1.16
NV00000034,BOPHAN0002,CN00000003,2015-05-21,2016-06-24,1.47
NV00000150,BOPHAN0003,CN00000009,2010-03-21,,1.93
NV00000159,BOPHAN0003,CN00000005,2015-06-06,2015-06-25,1.19
NV00000175,BOPHAN0002,CN00000001,2018-11-02,,1.64
NV00000199,BOPHAN0003,CN00000009,2011-09-10,2011-10-31,1.98
NV00000051,BOPHAN0001,CN00000006,2016-09-21,,1.96
NV00000135,BOPHAN0001,CN00000007,2013-04-27,,1.58
NV00000082,BOPHAN0003,CN00000009,2017-12-22,2020-08-17,1.46
NV00000119,BOPHAN0002,CN00000005,2010-12-30,,1.11
NV00000046,BOPHAN0002,CN00000002,2018-09-28,2019-01-22,1.79
NV00000039,BOPHAN0001,CN00000002,2014-08-28,,1.75
NV00000198,BOPHAN0003,CN00000005,2013-12-06,2014-02-02,1.9
NV00000126,BOPHAN0001,CN00000007,2013-02-09,,1.39
NV00000008,BOPHAN0002,CN00000010,2016-01-28,2018-05-27,1.94
NV00000026,BOPHAN0004,CN00000006,2018-01-29,2020-05-04,1.78
NV00000033,BOPHAN0004,CN00000001,2010-05-02,,1.22
NV00000186,BOPHAN0001,CN00000007,2017-10-16,,1.07
NV00000029,BOPHAN0001,CN00000005,2016-06-06,,1.34
NV00000163,BOPHAN0004,CN00000010,2013-11-25,,1.79
NV00000132,BOPHAN0001,CN00000007,2012-06-12,,1.35
NV00000199,BOPHAN0002,CN00000007,2015-11-26,2018-03-04,1.05
NV00000054,BOPHAN0004,CN00000010,2015-04-17,,1.99
NV00000006,BOPHAN0002,CN00000004,2011-06-05,2013-12-01,1.14
NV00000126,BOPHAN0001,CN00000004,2011-11-04,,1.44
NV00000105,BOPHAN0001,CN00000009,2013-11-24,2014-05-26,1.74
NV00000066,BOPHAN0001,CN00000001,2018-08-11,,1.73
NV00000037,BOPHAN0001,CN00000001,2011-02-08,2013-08-31,1.61
NV00000052,BOPHAN0002,CN00000004,2013-04-06,2013-10-15,1.87
NV00000156,BOPHAN0002,CN00000002,2016-02-26,,1.77
NV00000161,BOPHAN0002,CN00000010,2018-07-04,,1.23
NV00000179,BOPHAN0002,CN00000006,2016-12-26,,1.21
NV00000039,BOPHAN0002,CN00000004,2011-09-08,2011-10-27,1.55
NV00000173,BOPHAN0003,CN00000007,2017-03-18,2018-05-09,1.24
NV00000127,BOPHAN0003,CN00000002,2015-08-03,2017-02-15,1.82
NV00000158,BOPHAN0004,CN00000010,2012-09-10,2014-06-14,1.7
NV00000042,BOPHAN0003,CN00000006,2012-06-16,2013-04-12,1.72
NV00000096,BOPHAN0001,CN00000009,2015-01-11,2017-05-25,1.6
NV00000194,BOPHAN0004,CN00000001,2013-06-05,,1.7
NV00000001,BOPHAN0002,CN00000001,2017-04-06,,1.85
NV00000114,BOPHAN0002,CN00000008,2013-09-07,2016-02-29,1.39
NV00000099,BOPHAN0002,CN00000006,2016-03-28,,1.55
NV00000075,BOPHAN0004,CN00000006,2018-01-06,2019-11-25,1.76
NV00000068,BOPHAN0003,CN00000004,2012-02-06,2013-12-17,1.1
NV00000005,BOPHAN0003,CN00000001,2013-11-07,,1.62
NV00000144,BOPHAN0004,CN00000001,2017-08-01,,1.36
NV00000060,BOPHAN0001,CN00000002,2010-12-28,,1.4
NV00000148,BOPHAN0002,CN00000005,2015-01-18,,1.68
NV00000110,BOPHAN0002,CN00000002,2011-06-24,,1.86
NV00000185,BOPHAN0002,CN00000006,2014-12-04,,1.91
NV00000005,BOPHAN0004,CN00000009,2011-02-24,2011-11-02,1.13
NV00000143,BOPHAN0003,CN00000007,2017-03-18,2018-01-01,1.5
NV00000033,BOPHAN0003,CN00000001,2019-01-14,,1.24
NV00000166,BOPHAN0001,CN00000006,2010-10-28,2012-05-11,1.73
NV00000179,BOPHAN0003,CN00000007,2015-12-05,,1.55
NV00000155,BOPHAN0001,CN00000008,2019-05-22,,1.59
NV00000125,BOPHAN0002,CN00000003,2011-04-27,2012-07-26,1.61
NV00000153,BOPHAN0004,CN00000003,2015-03-05,2017-05-11,1.69
NV00000007,BOPHAN0004,CN00000004,2013-08-16,2013-08-29,1.69
NV00000110,BOPHAN0002,CN00000009,2010-06-13,,1.08
NV00000050,BOPHAN0002,CN00000003,2016-05-01,,1.59
NV00000093,BOPHAN0001,CN00000008,2015-12-03,,1.75
NV00000097,BOPHAN0003,CN00000005,2010-02-12,2010-08-13,1.87
NV00000180,BOPHAN0002,CN00000007,2010-12-01,2012-04-18,2.0
NV00000082,BOPHAN0004,CN00000004,2016-04-25,,1.41
NV00000129,BOPHAN0001,CN00000008,2011-08-07,2013-05-15,1.15
NV00000010,BOPHAN0002,CN00000002,2018-05-26,2018-08-26,1.85
NV00000171,BOPHAN0003,CN00000002,2011-10-30,,1.56
NV00000066,BOPHAN0001,CN00000003,2012-01-02,2012-11-11,1.71
NV00000091,BOPHAN0004,CN00000001,2017-10-01,2018-04-02,1.85
NV00000053,BOPHAN0002,CN00000005,2016-01-18,2017-09-23,1.25
NV00000170,BOPHAN0001,CN00000003,2015-04-26,,1.5
NV00000071,BOPHAN0002,CN00000010,2016-03-28,2016-04-13,1.08
NV00000153,BOPHAN0003,CN00000001,2016-05-28,2016-11-03,1.43
NV00000028,BOPHAN0001,CN00000002,2016-01-14,,1.44
NV00000192,BOPHAN0001,CN00000010,2019-06-28,,1.21
NV00000030,BOPHAN0003,CN00000003,2018-06-15,,1.31
NV00000177,BOPHAN0002,CN00000005,2017-04-28,2018-05-22,1.08
NV00000158,BOPHAN0002,CN00000003,2019-10-21,2019-11-19,1.45
NV00000166,BOPHAN0001,CN00000003,2010-08-01,2011-08-07,1.27
NV00000065,BOPHAN0002,CN00000007,2013-02-04,2013-04-13,1.46
NV00000198,BOPHAN0001,CN00000004,2010-03-31,2012-11-09,1.6
NV00000038,BOPHAN0003,CN00000010,2010-06-08,,1.36
NV00000125,BOPHAN0001,CN00000004,2014-02-08,,1.83
NV00000126,BOPHAN0003,CN00000001,2016-06-08,,1.79
NV00000127,BOPHAN0001,CN00000005,2014-08-28,2016-03-07,1.15
NV00000035,BOPHAN0004,CN00000005,2010-02-21,,1.73
NV00000055,BOPHAN0001,CN00000007,2013-10-29,2015-02-11,1.11
NV00000037,BOPHAN0001,CN00000007,2018-01-20,,1.82
NV00000003,BOPHAN0002,CN00000010,2017-02-15,,1.74
NV00000050,BOPHAN0001,CN00000005,2010-08-04,,1.36
NV00000009,BOPHAN0002,CN00000004,2010-01-02,,1.28
NV00000011,BOPHAN0001,CN00000004,2012-05-13,,1.46
NV00000200,BOPHAN0003,CN00000010,2018-04-19,2019-01-19,1.46
NV00000024,BOPHAN0003,CN00000001,2019-08-08,2020-12-19,1.23
NV00000073,BOPHAN0002,CN00000005,2010-10-22,2012-06-17,1.05
NV00000177,BOPHAN0004,CN00000006,2011-05-16,2011-11-24,1.23
NV00000125,BOPHAN0001,CN00000007,2013-01-02,2015-04-21,1.14
NV00000192,BOPHAN0004,CN00000001,2019-09-28,2021-07-31,1.33
NV00000018,BOPHAN0001,CN00000006,2013-11-02,,1.63
NV00000134,BOPHAN0003,CN00000001,2013-06-08,,1.07
NV00000051,BOPHAN0004,CN00000003,2012-11-17,2013-08-23,1.58
NV00000112,BOPHAN0003,CN00000002,2016-02-20,2017-05-26,1.07
NV00000171,BOPHAN0002,CN00000003,2018-08-07,,1.21
NV00000197,BOPHAN0004,CN00000002,2014-02-06,2016-09-06,1.5
NV00000021,BOPHAN0003,CN00000009,2013-10-25,,1.29
NV00000088,BOPHAN0004,CN00000010,2014-06-12,,1.03
NV00000081,BOPHAN0004,CN00000002,2015-12-31,2018-06-05,1.19
NV00000188,BOPHAN0004,CN00000003,2017-05-17,,1.85
NV00000162,BOPHAN0003,CN00000001,2015-01-02,,1.49
NV00000091,BOPHAN0002,CN00000005,2010-09-02,,1.53
NV00000145,BOPHAN0004,CN00000010,2018-12-26,,1.87
NV00000029,BOPHAN0002,CN00000003,2014-06-15,2016-03-12,1.13
NV00000081,BOPHAN0001,CN00000004,2012-01-12,2013-06-26,1.51
NV00000161,BOPHAN0004,CN00000007,2019-03-06,,1.64
NV00000086,BOPHAN0002,CN00000003,2013-12-21,,1.65
NV00000039,BOPHAN0004,CN00000002,2013-08-01,2014-10-14,1.27
NV00000116,BOPHAN0002,CN00000004,2017-08-12,2019-12-01,1.16
NV00000033,BOPHAN0004,CN00000006,2011-04-24,2013-04-01,1.94
NV00000184,BOPHAN0001,CN00000004,2018-06-14,,1.7
NV00000165,BOPHAN0004,CN00000006,2019-10-27,2022-06-21,1.63
NV00000073,BOPHAN0003,CN00000004,2019-03-17,2019-09-09,1.37
NV00000101,BOPHAN0004,CN00000006,2019-04-25,2019-06-09,1.76
NV00000011,BOPHAN0001,CN00000009,2014-11-30,2015-09-29,1.92
NV00000026,BOPHAN0002,CN00000006,2019-05-16,,1.85
NV00000178,BOPHAN0002,CN00000003,2019-11-03,,1.38
NV00000061,BOPHAN0001,CN00000006,2012-10-29,,1.2
NV00000102,BOPHAN0004,CN00000003,2018-03-25,2018-06-19,1.79
NV00000021,BOPHAN0004,CN00000005,2016-05-10,2018-02-01,1.97
NV00000188,BOPHAN0004,CN00000006,2011-01-08,,1.84
NV00000049,BOPHAN0002,CN00000001,2014-05-20,2017-02-11,1.67
NV00000070,BOPHAN0004,CN00000009,2015-02-06,2017-06-22,1.72
NV00000135,BOPHAN0001,CN00000004,2018-01-06,,1.66
NV00000182,BOPHAN0001,CN00000005,2018-10-24,2020-04-29,1.11
NV00000051,BOPHAN0002,CN00000001,2014-01-27,2016-02-06,1.29
NV00000174,BOPHAN0002,CN00000010,2014-07-23,2015-03-06,1.99
NV00000117,BOPHAN0004,CN00000010,2013-09-19,,1.4
NV00000174,BOPHAN0002,CN00000004,2013-12-14,,1.19
NV00000147,BOPHAN0002,CN00000006,2018-09-17,,1.66
NV00000148,BOPHAN0002,CN00000009,2016-07-14,2018-08-02,1.66
NV00000064,BOPHAN0003,CN00000005,2010-03-28,2011-02-14,1.42
NV00000075,BOPHAN0004,CN00000004,2017-09-18,2018-08-13,1.92
NV00000052,BOPHAN0002,CN00000008,2013-09-12,2015-08-03,1.76
NV00000173,BOPHAN0001,CN00000002,2012-07-26,2014-10-17,1.68
NV00000039,BOPHAN0001,CN00000004,2014-02-26,2015-04-26,1.56
NV00000005,BOPHAN0003,CN00000003,2010-08-10,2010-10-17,1.88
NV00000026,BOPHAN0004,CN00000005,2010-12-09,,1.34
NV00000085,BOPHAN0003,CN00000006,2013-02-03,2013-05-06,1.76
NV00000105,BOPHAN0004,CN00000010,2011-03-23,,1.35
NV00000017,BOPHAN0002,CN00000006,2015-04-30,2017-02-14,1.31
NV00000179,BOPHAN0001,CN00000007,2012-09-24,,1.63
NV00000172,BOPHAN0001,CN00000007,2013-06-28,,1.68
NV00000109,BOPHAN0002,CN00000004,2018-04-08,,1.95
NV00000181,BOPHAN0004,CN00000009,2012-04-14,,1.47
NV00000194,BOPHAN0003,CN00000004,2016-12-21,,1.92
NV00000047,BOPHAN0004,CN00000001,2015-03-07,,1.47
NV00000125,BOPHAN0003,CN00000005,2018-05-12,2018-12-07,1.49
NV00000030,BOPHAN0004,CN00000004,2013-09-22,2016-05-12,1.74
NV00000137,BOPHAN0002,CN00000010,2011-09-27,,1.0
NV00000047,BOPHAN0004,CN00000006,2018-08-07,2018-11-16,1.57
NV00000075,BOPHAN0002,CN00000003,2016-04-02,,1.73
NV00000051,BOPHAN0001,CN00000004,2010-12-10,,1.85
NV00000024,BOPHAN0003,CN00000010,2018-06-07,2019-06-17,1.3
NV00000085,BOPHAN0002,CN00000006,2015-07-07,2017-08-21,1.44
NV00000020,BOPHAN0003,CN00000003,2014-01-03,,1.36
NV00000063,BOPHAN0001,CN00000010,2014-01-14,,1.54
NV00000051,BOPHAN0004,CN00000001,2019-09-20,,1.71
